query_id,subject_id,perc_identity,num_ident_matches,alig_length,mismatches,gap_openings,n_gaps,pos_match,ppos,q_start,q_end,q_len,qcov,qcovhsp,s_start,s_end,s_len,evalue,bit_score,score_raw
Hime_L182,Hylidae_L166,78.356,1430,1825,212,54,183,1430,78.36,1,1649,1650,99,99,1990,173,2157,0,1448,1605
Hime_L183,Hylidae_L167,90.308,1025,1135,57,25,53,1025,90.31,17,1098,1098,99,99,1349,215,1626,0,1489,1650
Hime_L184,Hylidae_L168,78.81,993,1260,255,7,12,993,78.81,6,1254,1254,99,99,155,1413,1683,0,1054,1168
Hime_L187,Hylidae_L172,91.649,878,958,73,2,7,878,91.65,1,951,954,99,99,111,1068,1287,0,1366,1514
Hime_L191,Hylidae_L175,92.448,1322,1430,77,12,31,1322,92.45,1,1401,1401,100,100,108,1535,1911,0,2069,2294
Hime_L192,Hylidae_L176,96.259,1518,1577,59,0,0,1518,96.26,1,1577,1626,97,97,88,1664,1980,0,2581,2861
Hime_L193,Hylidae_L177,90.31,1426,1579,142,3,11,1426,90.31,1,1578,1578,100,100,142,1710,1731,0,2155,2389
Hime_L194,Hylidae_L178,77.931,1356,1740,302,34,82,1356,77.93,1,1658,1707,97,97,1915,176,2052,0,1342,1487
Hime_L196,Hylidae_L180,83.71,1408,1682,253,4,21,1408,83.71,1,1667,1668,99,99,100,1775,1883,0,1801,1997
Hime_L197,Hylidae_L181,80.48,1274,1583,309,0,0,1274,80.48,4,1586,1587,99,99,67,1649,1857,0,1462,1621
Hime_L198,Hylidae_L182,89.619,1433,1599,159,4,7,1433,89.62,8,1602,1602,99,99,232,1827,1908,0,2124,2355
Hime_L199,Hylidae_L183,83.232,819,984,113,4,52,819,83.23,152,1084,1137,96,82,449,1431,1884,0,1066,1181
Hime_L20,Hylidae_L20,81.555,1154,1415,258,1,3,1154,81.55,1,1412,1413,99,99,274,1688,1767,0,1374,1523
Hime_L201,Hylidae_L184,88.123,1380,1566,186,0,0,1380,88.12,1,1566,1566,100,100,133,1698,1773,0,1986,2202
Hime_L202,Hylidae_L185,79.714,1340,1681,328,4,13,1340,79.71,1,1679,1701,99,99,79,1748,1872,0,1490,1652
Hime_L203,Hylidae_L186,92.716,891,961,69,1,1,891,92.72,1,960,1008,95,95,268,1228,1422,0,1415,1568
Hime_L204,Hylidae_L187,79.213,846,1068,222,0,0,846,79.21,1,1068,1068,100,100,109,1176,1260,0,926,1026
Hime_L208,Hylidae_L190,78.405,1180,1505,225,41,100,1180,78.41,1,1416,1428,99,99,1722,229,1959,0,1176,1303
Hime_L209,Hylidae_L191,82.271,1007,1224,214,2,3,1007,82.27,8,1228,1308,93,93,139,1362,1611,0,1224,1357
Hime_L210,Hylidae_L192,75.584,1068,1413,289,25,56,1068,75.58,1,1359,1362,99,99,1754,344,1782,0,947,1049
Hime_L211,Hylidae_L193,79.852,1296,1623,218,39,109,1296,79.85,1,1515,1518,99,99,1832,211,1908,0,1400,1552
Hime_L212,Hylidae_L194,81.245,927,1141,151,27,63,927,81.24,1,1078,1089,99,99,1434,294,1494,0,1036,1148
Hime_L214,Hylidae_L196,85.327,1134,1329,120,27,75,1134,85.33,1,1254,1365,92,92,1603,275,1854,0,1475,1635
Hime_L216,Hylidae_L198,78.889,1136,1440,198,8,106,1136,78.89,4,1338,1356,98,98,163,1601,1779,0,1290,1430
Hime_L217,Hylidae_L199,81.709,679,831,80,15,72,679,81.71,1,759,762,99,99,1007,177,1731,0,819,907
Hime_L218,Hylidae_L200,90.562,854,943,49,17,40,854,90.56,1,903,903,100,100,1172,230,1293,0,1260,1397
Hime_L219,Hylidae_L201,75.24,1255,1668,283,43,130,1255,75.24,1,1562,1575,99,99,1698,55,1767,0,1093,1211
Hime_L220,Hylidae_L202,77.561,636,820,182,2,2,636,77.56,1,818,819,99,99,215,1034,1191,0,645,714
Hime_L222,Hylidae_L204,92.228,1424,1544,85,13,35,1424,92.23,1,1509,1510,99,99,121,1664,1893,0,2223,2464
Hime_L224,Hylidae_L206,84.043,1322,1573,215,9,36,1322,84.04,16,1552,1552,99,99,219,1791,1893,0,1702,1887
Hime_L225,Hylidae_L207,89.397,1720,1924,104,43,100,1720,89.4,1,1824,1824,100,100,2066,143,2142,0,2453,2720
Hime_L226,Hylidae_L208,84.067,1546,1839,250,11,43,1546,84.07,8,1806,1806,99,99,125,1960,2181,0,1997,2214
Hime_L227,Hylidae_L209,82.194,1274,1550,190,37,86,1274,82.19,1,1464,1464,100,100,1612,63,1746,0,1477,1637
Hime_L229,Hylidae_L211,76.96,962,1250,211,34,77,962,76.96,1,1173,1183,99,99,1489,240,1593,0,893,990
Hime_L230,Hylidae_L212,84.345,695,824,87,7,42,695,84.34,20,801,801,98,98,5,828,831,0,913,1012
Hime_L231,Hylidae_L214,90.909,1040,1144,85,5,19,1040,90.91,1,1125,1125,100,100,724,1867,1896,0,1590,1763
Hime_L234,Hylidae_L216,79.392,1568,1975,296,32,111,1568,79.39,1,1866,1871,99,99,2207,235,2334,0,1700,1884
Hime_L239,Hylidae_L220,77.27,1234,1597,360,2,3,1234,77.27,1,1594,1623,98,98,97,1693,1845,0,1238,1372
Hime_L240,Hylidae_L221,82.316,1457,1770,293,2,20,1457,82.32,1,1768,1769,99,99,89,1840,1923,0,1791,1985
Hime_L241,Hylidae_L222,75.239,1021,1357,236,35,100,1021,75.24,1,1257,1257,100,100,1585,229,1764,0,887,983
Hime_L242,Hylidae_L223,79.518,726,913,129,21,58,726,79.52,1,855,855,100,100,1076,164,1095,0,773,856
Hime_L243,Hylidae_L224,90.97,947,1041,74,9,20,947,90.97,1,1021,1023,99,99,166,1206,1416,0,1434,1589
Hime_L244,Hylidae_L225,86.749,635,732,48,14,49,635,86.75,1,683,683,100,100,818,87,1080,0,866,959
Hime_L245,Hylidae_L226,79.423,1459,1837,299,30,79,1459,79.42,1,1764,1764,100,100,1975,145,2073,0,1563,1732
Hime_L246,Hylidae_L228,74.431,1275,1713,344,41,94,1275,74.43,5,1623,1623,99,99,1914,202,2139,0,1040,1153
Hime_L248,Hylidae_L230,77.758,853,1097,244,0,0,853,77.76,5,1101,1101,99,99,92,1188,1422,0,879,974
Hime_L249,Hylidae_L231,86.916,372,428,27,11,29,372,86.92,1,399,399,100,100,1208,781,1770,3.6e-143,501,555
Hime_L251,Hylidae_L232,86.856,1130,1301,78,34,93,1130,86.86,1,1215,1220,99,99,1515,222,1674,0,1514,1678
Hime_L252,Hylidae_L233,80.883,1337,1653,316,0,0,1337,80.88,1,1653,1653,100,100,97,1749,1863,0,1557,1726
Hime_L253,Hylidae_L234,85.698,761,888,115,3,12,761,85.7,1,885,888,99,99,88,966,1221,0,1027,1138
Hime_L254,Hylidae_L235,81.463,835,1025,93,31,97,835,81.46,79,1006,1047,89,89,1320,296,1572,0,948,1051
Hime_L255,Hylidae_L236,84.632,1173,1386,202,4,11,1173,84.63,1,1381,1397,99,99,223,1602,1779,0,1542,1709
Hime_L258,Hylidae_L239,91.221,1434,1572,128,4,10,1434,91.22,20,1581,1581,99,99,175,1746,1929,0,2205,2444
Hime_L262,Hylidae_L243,89.207,1372,1538,98,28,68,1372,89.21,1,1470,1470,100,100,1673,136,1761,0,1967,2181
Hime_L264,Hylidae_L245,82.548,894,1083,189,0,0,894,82.55,1,1083,1083,100,100,142,1224,1275,0,1102,1221
Hime_L265,Hylidae_L246,77.435,628,811,136,21,47,628,77.44,1,764,780,98,98,1020,210,1215,1e-172,600,664
Hime_L267,Hylidae_L247,86.772,879,1013,118,9,16,879,86.77,1,997,997,100,100,76,1088,1380,0,1197,1327
Hime_L268,Hylidae_L248,81.909,1227,1498,271,0,0,1227,81.91,3,1500,1500,99,99,309,1806,1926,0,1480,1641
Hime_L269,Hylidae_L249,89.172,1367,1533,166,0,0,1367,89.17,3,1535,1535,99,99,244,1776,1887,0,2017,2236
Hime_L271,Hylidae_L251,83.789,858,1024,107,26,59,858,83.79,1,965,999,97,97,1581,558,1659,0,1046,1159
Hime_L272,Hylidae_L252,89.75,1042,1161,77,21,42,1042,89.75,1,1119,1155,97,97,1445,285,1461,0,1507,1670
Hime_L274,Hylidae_L254,76.574,608,794,140,16,46,608,76.57,5,752,756,99,99,1145,352,1284,3.86e-165,574,636
Hime_L275,Hylidae_L255,79.297,835,1053,144,22,74,835,79.3,106,1084,1089,90,90,1368,316,1812,0,889,985
Hime_L278,Hylidae_L258,74.54,1215,1630,327,38,88,1215,74.54,1,1542,1551,99,99,1765,136,1854,0,994,1101
Hime_L279,Hylidae_L259,84.095,1269,1509,208,17,32,1269,84.1,1,1477,1479,99,99,1716,208,1902,0,1596,1769
Hime_L28,Hylidae_L27,85.726,1051,1226,127,21,48,1051,85.73,1,1178,1179,99,99,1589,364,1779,0,1372,1521
Hime_L280,Hylidae_L260,90.246,953,1056,51,25,52,953,90.25,4,1007,1110,90,90,1371,316,1647,0,1378,1527
Hime_L281,Hylidae_L261,79.619,1129,1418,176,37,113,1129,79.62,1,1322,1323,99,99,1545,145,1629,0,1203,1333
Hime_L282,Hylidae_L263,81.498,1317,1616,297,1,2,1317,81.5,1,1616,1616,100,100,106,1719,1824,0,1564,1734
Hime_L284,Hylidae_L264,87.016,1394,1602,166,4,42,1394,87.02,1,1560,1560,100,100,121,1722,1819,0,1972,2186
Hime_L285,Hylidae_L265,87.257,1479,1695,216,0,0,1479,87.26,1,1695,1695,100,100,112,1806,1911,0,2084,2310
Hime_L287,Hylidae_L267,77.423,631,815,175,2,9,631,77.42,35,840,840,96,96,296,1110,1257,0,640,709
Hime_L288,Hylidae_L268,83.372,1424,1708,211,31,73,1424,83.37,1,1635,1635,100,100,1957,250,2082,0,1738,1927
Hime_L290,Hylidae_L270,92.502,1283,1387,42,26,62,1283,92.5,3,1327,1327,99,99,1533,147,1740,0,1975,2189
Hime_L291,Hylidae_L271,93.321,1467,1572,63,15,42,1467,93.32,1,1530,1539,99,99,259,1830,1965,0,2338,2592
Hime_L293,Hylidae_L273,88.652,625,705,80,0,0,625,88.65,1,705,705,100,100,79,783,837,0,911,1010
Hime_L294,Hylidae_L274,77.203,1314,1702,309,34,79,1314,77.2,36,1659,1659,98,98,1820,120,1920,0,1264,1401
Hime_L296,Hylidae_L275,75.212,1420,1888,327,46,141,1420,75.21,3,1749,1757,99,99,2088,201,2196,0,1246,1381
Hime_L299,Hylidae_L276,83.038,1219,1468,163,36,86,1219,83.04,2,1383,1383,99,99,1691,224,1908,0,1455,1613
Hime_L30,Hylidae_L30,79.61,613,770,157,0,0,613,79.61,1,770,771,99,99,163,932,1113,0,684,758
Hime_L304,Hylidae_L280,82.903,1508,1819,308,1,3,1508,82.9,7,1822,1830,99,99,70,1888,2001,0,1879,2083
Hime_L305,Hylidae_L281,76.524,339,443,84,9,20,339,76.52,1,423,423,100,100,739,297,915,3.15e-87,315,348
Hime_L306,Hylidae_L282,81.451,1291,1585,294,0,0,1291,81.45,2,1586,1587,99,99,20,1604,1644,0,1534,1700
Hime_L307,Hylidae_L283,78.059,555,711,156,0,0,555,78.06,1,711,711,100,100,7,717,741,8.52e-167,580,642
Hime_L309,Hylidae_L285,83.472,500,599,65,13,34,500,83.47,1,565,565,100,100,841,243,978,1.14e-176,613,679
Hime_L31,Hylidae_L31,85.493,1326,1551,222,1,3,1326,85.49,1,1548,1548,100,100,88,1638,1821,0,1784,1978
Hime_L310,Hylidae_L286,82.606,1154,1397,231,3,12,1154,82.61,16,1403,1440,96,96,133,1526,1698,0,1423,1577
Hime_L311,Hylidae_L287,88.396,1356,1534,162,10,16,1356,88.4,1,1521,1523,99,99,137,1667,1956,0,1937,2147
Hime_L312,Hylidae_L288,78.9,1391,1763,278,40,94,1391,78.9,1,1672,1677,99,99,1775,16,1956,0,1437,1593
Hime_L317,Hylidae_L291,81.805,1097,1341,172,31,72,1097,81.8,1,1269,1269,100,100,1582,242,1719,0,1262,1399
Hime_L320,Hylidae_L294,76.759,1222,1592,299,28,71,1222,76.76,38,1559,1560,98,98,1819,229,2019,0,1157,1282
Hime_L321,Hylidae_L295,86.072,1409,1637,159,30,69,1409,86.07,1,1569,1569,100,100,1707,72,2043,0,1864,2066
Hime_L324,Hylidae_L298,82.873,900,1086,177,2,9,900,82.87,1,1077,1077,100,100,130,1215,1284,0,1122,1243
Hime_L325,Hylidae_L299,80.947,1317,1627,230,35,80,1317,80.95,1,1548,1548,100,100,1898,273,2013,0,1471,1630
Hime_L327,Hylidae_L302,85.327,1448,1697,244,2,5,1448,85.33,1,1692,1692,100,100,83,1779,1875,0,1938,2148
Hime_L328,Hylidae_L303,76.056,810,1065,222,3,33,810,76.06,54,1118,1516,86,70,169,1200,1680,0,790,875
Hime_L329,Hylidae_L304,81.374,1433,1761,241,36,87,1433,81.37,1,1683,1683,100,100,1838,87,1962,0,1624,1800
Hime_L331,Hylidae_L306,82.314,1373,1668,221,30,74,1373,82.31,1,1594,1594,100,100,1715,48,1737,0,1627,1803
Hime_L334,Hylidae_L310,78.17,974,1246,141,23,131,974,78.17,8,1150,1182,97,97,1388,171,1539,0,1044,1157
Hime_L336,Hylidae_L311,79.459,588,740,66,17,86,588,79.46,1,654,805,81,81,1249,510,1500,0,658,729
Hime_L339,Hylidae_L315,89.062,1653,1856,167,8,36,1653,89.06,1,1829,1830,99,99,85,1931,2019,0,2429,2693
Hime_L34,Hylidae_L33,83.217,714,858,141,1,3,714,83.22,1,858,858,100,100,151,1005,1170,0,898,995
Hime_L343,Hylidae_L319,76.798,993,1293,200,39,100,993,76.8,1,1194,1194,100,100,1391,100,1467,0,912,1011
Hime_L345,Hylidae_L320,74.423,742,997,211,20,44,742,74.42,1,953,966,99,99,1220,224,1341,1.97e-176,612,678
Hime_L346,Hylidae_L321,92.902,1479,1592,101,4,12,1479,92.9,1,1580,1595,99,99,151,1742,1956,0,2359,2615
Hime_L347,Hylidae_L322,86.314,1337,1549,205,2,7,1337,86.31,106,1647,1647,94,94,259,1807,1911,0,1837,2036
Hime_L348,Hylidae_L323,69.569,759,1091,145,36,187,759,69.57,40,944,957,95,95,1458,369,1941,6.84e-138,484,536
Hime_L349,Hylidae_L324,82.997,1440,1735,293,2,2,1440,83,7,1740,1746,99,99,106,1839,2112,0,1794,1989
Hime_L35,Hylidae_L34,78.709,573,728,117,15,38,573,78.71,67,756,756,91,91,779,52,1038,1.75e-169,589,652
Hime_L350,Hylidae_L326,79.737,1153,1446,196,12,97,1153,79.74,35,1402,1402,98,98,257,1683,1749,0,1325,1469
Hime_L353,Hylidae_L329,94.977,1248,1314,66,0,0,1248,94.98,1,1314,1314,100,100,289,1602,1692,0,2073,2298
Hime_L354,Hylidae_L330,74.737,1065,1425,317,15,43,1065,74.74,7,1391,1394,99,99,130,1551,1764,0,919,1018
Hime_L355,Hylidae_L331,80.405,1547,1924,275,40,102,1547,80.41,30,1857,1858,98,98,2683,766,2808,0,1699,1883
Hime_L358,Hylidae_L333,90.343,1450,1605,71,32,84,1450,90.34,1,1521,1521,100,100,1724,120,1956,0,2131,2362
Hime_L359,Hylidae_L334,86.172,941,1092,145,1,6,941,86.17,1,1086,1086,100,100,310,1401,1728,0,1294,1434
Hime_L36,Hylidae_L35,75.803,1015,1339,268,27,56,1015,75.8,18,1300,1305,98,98,1594,256,1755,0,898,995
Hime_L360,Hylidae_L335,74.959,907,1210,229,29,74,907,74.96,7,1151,1329,86,86,1516,316,1560,0,777,861
Hime_L367,Hylidae_L341,88.54,873,986,78,15,35,873,88.54,1,951,951,100,100,1160,175,1371,0,1237,1371
Hime_L368,Hylidae_L342,87.795,1338,1524,165,3,21,1338,87.8,3,1508,1509,99,99,75,1595,1725,0,1916,2124
Hime_L369,Hylidae_L343,69.169,433,626,190,2,3,433,69.17,148,770,1092,57,57,157,782,1128,2.4e-68,253,280
Hime_L371,Hylidae_L344,73.156,992,1356,285,34,79,992,73.16,120,1397,1464,87,87,1380,26,1689,0,740,820
Hime_L372,Hylidae_L345,76.2,1095,1437,252,24,90,1095,76.2,162,1537,1561,88,88,1437,30,1686,0,1034,1146
Hime_L375,Hylidae_L348,79.028,1334,1688,234,48,120,1334,79.03,1,1569,1602,98,98,1851,165,1974,0,1358,1505
Hime_L376,Hylidae_L350,92.484,1612,1743,131,0,0,1612,92.48,1,1743,1743,100,100,76,1818,1923,0,2553,2831
Hime_L378,Hylidae_L352,87.559,1302,1487,131,29,54,1302,87.56,1,1434,1434,100,100,1689,204,1815,0,1777,1970
Hime_L379,Hylidae_L353,76.982,1398,1816,332,37,86,1398,76.98,1,1730,1752,99,99,1953,138,2118,0,1321,1464
Hime_L38,Hylidae_L37,85.57,931,1088,152,2,5,931,85.57,1,1083,1095,99,99,184,1271,1587,0,1251,1386
Hime_L4,Hylidae_L3,77.076,1123,1457,288,14,46,1123,77.08,1,1421,1428,99,99,194,1640,1812,0,1103,1222
Hime_L41,Hylidae_L39,81.906,1349,1647,298,0,0,1349,81.91,10,1656,1656,99,99,100,1746,1851,0,1631,1808
Hime_L45,Hylidae_L41,82.714,1335,1614,211,28,68,1335,82.71,21,1566,1566,99,99,1915,302,2010,0,1604,1778
Hime_L46,Hylidae_L42,87.838,1105,1258,133,5,20,1105,87.84,1,1250,1251,99,99,113,1358,1419,0,1581,1753
Hime_L47,Hylidae_L43,84.693,1256,1483,126,34,101,1256,84.69,5,1386,1386,99,99,1722,240,1836,0,1599,1773
Hime_L48,Hylidae_L44,91.39,1295,1417,111,2,11,1295,91.39,1,1406,1407,99,99,362,1778,1875,0,2010,2228
Hime_L49,Hylidae_L45,80.274,1115,1389,272,1,2,1115,80.27,36,1422,1422,98,98,172,1560,1752,0,1269,1406
Hime_L5,Hylidae_L5,90.836,1239,1364,111,3,14,1239,90.84,1,1350,1350,100,100,170,1533,1599,0,1896,2102
Hime_L53,Hylidae_L47,87.113,1210,1389,179,0,0,1210,87.11,4,1392,1392,99,99,238,1626,1674,0,1700,1885
Hime_L55,Hylidae_L48,84.645,1108,1309,195,1,6,1108,84.64,35,1337,1338,97,97,203,1511,1716,0,1456,1614
Hime_L56,Hylidae_L49,78.282,1312,1676,282,31,82,1312,78.28,7,1600,1647,97,97,1902,227,2031,0,1333,1478
Hime_L57,Hylidae_L50,91.981,952,1035,72,5,11,952,91.98,37,1063,1077,95,95,271,1302,1515,0,1480,1641
Hime_L59,Hylidae_L52,89.831,1166,1298,85,23,47,1166,89.83,1,1254,1254,100,100,1396,102,1731,0,1691,1874
Hime_L61,Hylidae_L54,90.049,1466,1628,108,28,54,1466,90.05,1,1574,1575,99,99,1724,97,1815,0,2140,2372
Hime_L62,Hylidae_L55,77.65,945,1217,190,29,82,945,77.65,1,1135,1257,90,90,1457,241,1548,0,931,1032
Hime_L63,Hylidae_L56,82.904,451,544,55,4,38,451,82.9,13,518,519,97,97,788,1331,1542,2.15e-166,579,641
Hime_L65,Hylidae_L57,84.342,1352,1603,190,28,61,1352,84.34,6,1548,1548,99,99,1899,298,2010,0,1697,1881
Hime_L69,Hylidae_L63,84.779,518,611,70,10,23,518,84.78,1,588,588,100,100,760,150,1035,0,662,733
Hime_L78,Hylidae_L71,83.6,1045,1250,199,2,6,1045,83.6,1,1244,1248,99,99,337,1586,1746,0,1327,1471
Hime_L80,Hylidae_L73,78.344,492,628,120,8,16,492,78.34,1,612,612,100,100,950,323,1179,1.61e-143,502,556
Hime_L86,Hylidae_L78,82.974,1077,1298,153,26,68,1077,82.97,1,1236,1251,99,99,1472,181,1509,0,1295,1435
Hime_L88,Hylidae_L81,84.52,475,562,66,9,21,475,84.52,1,541,552,98,98,769,208,879,4.73e-175,607,672
Hime_L92,Hylidae_L83,77.145,1016,1317,152,14,149,1016,77.15,2,1301,1305,99,99,63,1247,1263,0,1095,1213
Hime_L93,Hylidae_L84,87.743,1038,1183,143,1,2,1038,87.74,1,1181,1188,99,99,58,1240,1770,0,1480,1640
Hime_L95,Hylidae_L85,76.822,1233,1605,340,8,32,1233,76.82,7,1598,1623,98,98,169,1754,1950,0,1212,1343
Hime_L97,Hylidae_L87,79.731,1306,1638,230,36,102,1306,79.73,2,1557,1557,99,99,1752,135,1842,0,1400,1552
Hime_L99,Hylidae_L88,84.774,1236,1458,116,31,106,1236,84.77,1,1353,1353,100,100,1639,183,1764,0,1595,1768
