query_id,subject_id,perc_identity,num_ident_matches,alig_length,mismatches,gap_openings,n_gaps,pos_match,ppos,q_start,q_end,q_len,qcov,qcovhsp,s_start,s_end,s_len,evalue,bit_score,score_raw
Mi_L137__My_L96,ENSXETT00000064049.2,67.298,391,581,135,15,55,391,67.3,564,1139,1157,63,50,376,906,3432,4.01e-42,174,192
Mi_L138__My_L97,ENSXETT00000077003.1,71.643,1195,1668,371,41,102,1195,71.64,277,1942,2156,77,77,1482,3049,4653,0,812,900
Mi_L14__My_L9,ENSXETT00000024318.3,73.764,776,1052,163,24,113,776,73.76,76,1127,1371,77,77,1,939,939,0,664,735
Mi_L141__My_L98,ENSXETT00000005445.3,78.924,880,1115,235,0,0,880,78.92,192,1306,1493,75,75,46,1160,1206,0,952,1055
Mi_L142__My_L99,ENSXETT00000000764.4,69.5,793,1141,279,33,69,793,69.5,47,1183,1276,89,89,1718,643,6552,1.27e-118,428,474
Mi_L143__My_L100,ENSXETT00000011078.4,68.448,807,1179,288,42,84,807,68.45,101,1277,1471,80,80,182,1278,1296,1.47e-99,365,404
Mi_L144__My_L101,ENSXETT00000101467.1,75.849,1206,1590,323,13,61,1206,75.85,7,1596,1880,85,85,6793,8321,8325,0,1143,1267
Mi_L145__My_L102,ENSXETT00000071330.1,79.857,1003,1256,188,33,65,1003,79.86,293,1548,1933,65,65,1762,2952,2952,0,1060,1175
Mi_L146__My_L103,ENSXETT00000085854.1,76.812,1335,1738,361,13,42,1335,76.81,222,1953,2130,81,81,2820,4521,8964,0,1306,1447
Mi_L149__My_L105,ENSXETT00000095739.1,74.316,761,1024,220,9,43,761,74.32,1,1022,1185,86,86,211,1193,1233,0,673,745
Mi_L152__My_L107,ENSXETT00000063487.2,69.656,932,1338,327,42,79,932,69.66,101,1436,1436,93,93,2690,1430,3732,4.98e-137,490,543
Mi_L153__My_L108,ENSXETT00000044302.4,74.401,1055,1418,342,4,21,1055,74.4,169,1583,1627,87,87,633,2032,2136,0,922,1022
Mi_L154__My_L109,ENSXETT00000039122.2,77.987,705,904,198,1,1,705,77.99,43,946,955,95,95,664,1566,2175,0,737,816
Mi_L155__My_L110,ENSXETT00000025953.4,73.494,1098,1494,309,37,87,1098,73.49,139,1630,1842,81,81,316,1724,1728,0,847,938
Mi_L156__My_L111,ENSXETT00000093496.1,70.366,1306,1856,448,54,102,1306,70.37,3,1851,1878,98,98,6393,8153,12000,0,754,835
Mi_L158__My_L113,ENSXETT00000024557.4,75.177,957,1273,288,5,28,957,75.18,117,1387,1532,83,83,331,1577,3093,0,885,981
Mi_L159__My_L114,ENSXETT00000079252.1,76.066,1249,1642,346,13,47,1249,76.07,253,1890,1893,87,87,733,2331,4602,0,1196,1326
Mi_L164__My_L116,ENSXETT00000033708.4,74.34,1182,1590,358,20,50,1182,74.34,10,1580,1620,97,97,1612,3170,7776,0,990,1097
Mi_L165__My_L117,ENSXETT00000030985.2,78.688,1259,1600,245,42,96,1259,78.69,9,1608,1963,82,82,365,1868,2379,0,1268,1405
Mi_L167__My_L118,ENSXETT00000003402.3,77.822,972,1249,203,32,74,972,77.82,215,1463,1662,75,75,1,1175,1905,0,934,1035
Mi_L17__My_L10,ENSXETT00000051742.4,73.889,682,923,188,23,53,682,73.89,22,942,2068,78,45,1165,2036,3765,8.78e-155,550,609
Mi_L170__My_L120,ENSXETT00000067712.1,81.52,869,1066,189,4,8,869,81.52,149,1213,1271,84,84,21,1079,1080,0,1027,1138
Mi_L172__My_L121,ENSXETT00000098975.1,75.679,585,773,136,26,52,585,75.68,319,1090,1386,56,56,1463,2184,2184,4.81e-137,489,542
Mi_L173__My_L122,ENSXETT00000041739.3,73.256,1134,1548,338,30,76,1134,73.26,16,1559,1844,84,84,1018,2493,2517,0,885,981
Mi_L174__My_L123,ENSXETT00000103064.1,84.365,259,307,39,4,9,259,84.36,271,577,1182,26,26,704,1001,1002,8.44e-89,330,365
Mi_L175__My_L124,ENSXETT00000081522.1,69.231,288,416,100,10,28,288,69.23,964,1379,2120,31,20,1852,2239,4686,4.69e-38,161,178
Mi_L179__My_L126,ENSXETT00000039945.3,76.042,657,864,166,22,41,657,76.04,279,1141,1797,48,48,2385,1562,2586,5.48e-163,576,638
Mi_L18__My_L11,ENSXETT00000018013.4,83.542,1137,1361,208,6,16,1137,83.54,127,1487,1801,76,76,969,2313,2313,0,1434,1589
Mi_L180__My_L128,ENSXETT00000025700.4,81.336,767,943,176,0,0,767,81.34,158,1100,1299,73,73,1673,2615,3432,0,911,1009
Mi_L181__My_L127,ENSXETT00000017310.4,81.818,765,935,170,0,0,765,81.82,139,1073,1254,75,75,1720,2654,3477,0,921,1020
Mi_L182__My_L130,ENSXETT00000066996.1,72.029,1200,1666,404,19,62,1200,72.03,113,1774,1932,86,86,1202,2809,7164,0,907,1005
Mi_L183__My_L131,ENSXETT00000027049.3,70.11,1269,1810,416,58,125,1269,70.11,12,1816,1817,99,99,12032,13721,25431,0,726,804
Mi_L186__My_L135,ENSXETT00000016169.4,75.611,1206,1595,323,11,66,1206,75.61,1,1595,1782,90,90,124,1652,2328,0,1139,1262
Mi_L187__My_L137,ENSXETT00000003920.4,74.229,674,908,180,25,54,674,74.23,592,1499,1662,55,55,3317,2464,4701,1.55e-150,535,592
Mi_L188__My_L138,ENSXETT00000068133.1,74.078,1426,1925,363,55,136,1426,74.08,1,1925,1928,99,99,6875,8663,10161,0,1131,1254
Mi_L19__My_L12,ENSXETT00000029045.3,75.556,816,1080,249,6,15,816,75.56,180,1255,1530,70,70,50,1118,1125,0,746,827
Mi_L191__My_L139,ENSXETT00000082641.1,69.88,464,664,161,17,39,464,69.88,42,700,1017,65,65,704,75,3324,1.7e-71,272,301
Mi_L193__My_L140,ENSXETT00000047179.5,70.37,1235,1755,385,43,135,1235,70.37,61,1814,2172,81,81,404,2024,4824,0,806,893
Mi_L196__My_L141,ENSXETT00000022363.4,75.444,808,1071,203,8,60,808,75.44,350,1417,1693,63,63,1,1014,2745,0,768,851
Mi_L2__My_L1,ENSXETT00000080173.1,81.155,1279,1576,293,2,4,1279,81.15,301,1876,1925,82,82,306,1877,4485,0,1498,1661
Mi_L20__My_L13,ENSXETT00000093179.1,80.115,1249,1559,298,6,12,1249,80.12,4,1559,1560,99,99,1786,3335,7557,0,1403,1555
Mi_L201__My_L143,ENSXETT00000025204.4,82.712,732,885,149,2,4,732,82.71,313,1197,1460,61,61,16,896,909,0,902,999
Mi_L202__My_L144,ENSXETT00000012524.4,80.447,720,895,175,0,0,720,80.45,123,1017,1141,78,78,26,920,945,0,826,915
Mi_L203__My_L145,ENSXETT00000082783.1,74.178,474,639,165,0,0,474,74.18,115,753,772,83,83,1,639,894,7.07e-113,409,453
Mi_L205__My_L147,ENSXETT00000012484.3,82.87,924,1115,186,2,5,924,82.87,418,1531,1907,58,58,1,1111,1113,0,1149,1273
Mi_L206__My_L148,ENSXETT00000084424.1,86.918,1455,1674,180,5,39,1455,86.92,1,1674,1998,84,84,10,1644,8844,0,2048,2270
Mi_L207__My_L149,ENSXETT00000104569.1,86.395,1397,1617,166,6,54,1397,86.39,310,1926,2184,74,74,136,1698,1722,0,1948,2159
Mi_L210__My_L151,ENSXETT00000098611.1,76.836,1486,1934,346,11,102,1486,76.84,7,1937,1944,99,99,6439,8273,10443,0,1522,1687
Mi_L212__My_L152,ENSXETT00000014241.5,77.217,1271,1646,341,10,34,1271,77.22,291,1934,1934,85,85,970,2583,3456,0,1271,1409
Mi_L213__My_L153,ENSXETT00000050124.4,73.733,640,868,215,5,13,640,73.73,1,862,1712,90,50,268,1128,2376,4.57e-151,537,595
Mi_L214__My_L154,ENSXETT00000050205.3,69.156,991,1433,341,49,101,991,69.16,182,1610,1778,80,80,8,1343,1731,6.19e-137,490,543
Mi_L215__My_L155,ENSXETT00000037995.4,75.69,1261,1666,396,4,9,1261,75.69,290,1952,1965,85,85,170,1829,1992,0,1186,1314
Mi_L217__My_L156,ENSXETT00000033420.4,74.615,726,973,228,5,19,726,74.61,248,1217,1446,67,67,394,1350,1350,0,639,708
Mi_L218__My_L157,ENSXETT00000025601.4,75.214,965,1283,301,6,17,965,75.21,23,1304,1490,86,86,143,1409,1689,0,872,966
Mi_L220__My_L159,ENSXETT00000005044.4,64.574,720,1115,316,34,79,720,64.57,102,1214,1889,62,59,2210,1173,2805,6.61e-42,175,193
Mi_L221__My_L160,ENSXETT00000080154.1,69.677,324,465,131,5,10,324,69.68,561,1023,1218,38,38,3750,4206,11571,1.58e-47,193,213
Mi_L223__My_L161,ENSXETT00000098987.1,79.338,983,1239,247,3,9,983,79.34,313,1551,1770,70,70,2875,4104,4104,0,1076,1192
Mi_L225__My_L162,ENSXETT00000001783.4,76.73,1164,1517,250,35,103,1164,76.73,108,1624,1929,79,79,1380,2793,2793,0,1096,1215
Mi_L226__My_L163,ENSXETT00000020215.4,76.19,832,1092,205,25,55,832,76.19,184,1274,1528,71,71,1351,2388,3375,0,746,826
Mi_L228__My_L164,ENSXETT00000082435.1,66.57,918,1379,303,43,158,918,66.57,85,1453,1709,80,80,6251,7481,10392,4.28e-107,390,432
Mi_L23__My_L14,ENSXETT00000004353.3,70.971,1264,1781,454,14,63,1264,70.97,1,1775,1776,99,99,787,2510,2511,0,881,976
Mi_L232__My_L166,ENSXETT00000072015.1,69.167,166,240,63,6,11,166,69.17,422,660,1360,18,18,331,560,2118,0.00000000000000189,86,94
Mi_L233__My_L167,ENSXETT00000070354.1,71.409,527,738,141,24,70,527,71.41,82,813,1953,74,37,898,1571,2487,3.53e-96,355,393
Mi_L234__My_L168,ENSXETT00000055883.3,74.815,606,810,194,4,10,606,74.81,186,995,1144,71,71,564,1363,4977,1.06e-150,535,593
Mi_L237__My_L170,ENSXETT00000025489.4,75.029,1283,1710,361,14,66,1283,75.03,14,1717,1980,86,86,926,2575,3279,0,1172,1299
Mi_L238__My_L171,ENSXETT00000067695.1,69.048,783,1134,321,8,30,783,69.05,226,1337,1357,82,82,1,1126,4464,3.62e-132,473,524
Mi_L239__My_L172,ENSXETT00000065365.2,77.517,1155,1490,312,6,23,1155,77.52,310,1799,2008,74,74,1,1467,1575,0,1179,1307
Mi_L24__My_L16,ENSXETT00000018581.2,86.319,1306,1513,163,19,44,1306,86.32,48,1560,1574,96,96,1469,1,1470,0,1764,1956
Mi_L240__My_L173,ENSXETT00000093653.1,73.421,1616,2201,417,59,168,1616,73.42,8,2191,2191,99,99,4795,6844,10881,0,1282,1421
Mi_L241__My_L174,ENSXETT00000030678.4,70.779,1308,1848,425,22,115,1308,70.78,166,2012,2307,80,80,1684,3417,3420,0,922,1022
Mi_L242__My_L175,ENSXETT00000016739.4,73.863,1153,1561,313,41,95,1153,73.86,63,1621,1942,80,80,515,1982,6924,0,902,1000
Mi_L243__My_L176,ENSXETT00000092547.1,68.88,1193,1732,399,57,140,1193,68.88,112,1795,1795,94,94,2414,775,2424,1.13e-171,606,671
Mi_L245__My_L177,ENSXETT00000099750.1,77.505,820,1058,167,28,71,820,77.5,308,1365,1536,69,69,1,987,2457,0,787,872
Mi_L247__My_L178,ENSXETT00000093661.1,71.25,171,240,65,3,4,171,71.25,336,574,1100,22,22,1,237,597,0.0000000000000000000000109,113,124
Mi_L248__My_L180,ENSXETT00000072542.1,81.093,742,915,111,8,62,742,81.09,849,1763,1963,85,47,978,1830,1830,0,894,991
Mi_L25__My_L15,ENSXETT00000038520.3,82.122,1277,1555,220,33,58,1277,82.12,145,1699,2085,75,75,1497,1,1500,0,1466,1625
Mi_L251__My_L181,ENSXETT00000024886.4,73.589,691,939,182,26,66,691,73.59,1395,2328,2553,69,37,2451,3328,3330,1.97e-151,538,596
Mi_L252__My_L182,ENSXETT00000096537.1,74.394,1380,1855,403,37,72,1380,74.39,236,2087,2251,82,82,1786,1,3033,0,1119,1240
Mi_L255__My_L185,ENSXETT00000016443.3,76.504,267,349,81,1,1,267,76.5,1,349,1890,18,18,1408,1755,1755,7.06e-67,257,284
Mi_L256__My_L186,ENSXETT00000084765.1,81.073,1572,1939,359,2,8,1572,81.07,4,1938,1944,99,99,1606,3540,3546,0,1841,2041
Mi_L257__My_L187,ENSXETT00000002215.4,70.951,955,1346,302,38,89,955,70.95,279,1624,1804,75,75,1,1257,1257,1.68e-169,598,662
Mi_L258__My_L188,ENSXETT00000057289.3,77.643,705,908,152,22,51,705,77.64,133,1040,1363,67,67,716,1572,1578,0,677,750
Mi_L259__My_L189,ENSXETT00000098824.1,74.893,701,936,205,4,30,701,74.89,138,1073,1405,67,67,1887,2792,2808,0,645,714
Mi_L265__My_L192,ENSXETT00000019419.4,80.397,607,755,113,17,35,607,80.4,1,755,758,99,99,1434,715,1662,0,658,729
Mi_L266__My_L193,ENSXETT00000092652.1,76.222,1045,1371,287,19,39,1045,76.22,137,1507,1788,77,77,241,1572,1572,0,964,1068
Mi_L272__My_L196,ENSXETT00000013975.4,71.915,612,851,173,6,66,612,71.92,332,1182,1416,60,60,139,923,2643,3.31e-139,497,550
Mi_L273__My_L197,ENSXETT00000015403.4,66.18,317,479,111,15,51,317,66.18,333,811,1642,29,29,685,1112,2985,7.46e-28,128,141
Mi_L274__My_L198,ENSXETT00000038586.4,71.789,1023,1425,362,10,40,1023,71.79,238,1658,1785,80,80,1264,2652,2655,0,764,846
Mi_L278__My_L201,ENSXETT00000049283.4,70.828,607,857,217,17,33,607,70.83,558,1414,1855,61,46,4865,4042,5502,6.91e-105,383,424
Mi_L279__My_L204,ENSXETT00000094734.1,72.326,1197,1655,304,43,154,1197,72.33,95,1749,1914,86,86,2295,3795,3795,0,901,998
Mi_L280__My_L205,ENSXETT00000084144.1,74.79,1335,1785,282,41,168,1335,74.79,27,1772,1902,92,92,4244,2589,4350,0,1180,1308
Mi_L281__My_L206,ENSXETT00000060882.2,75.307,552,733,160,5,21,552,75.31,207,939,1507,67,49,809,1520,2109,6.81e-142,507,561
Mi_L282__My_L208,ENSXETT00000088625.1,78.628,596,758,122,18,40,596,78.63,206,963,1240,61,61,201,918,2199,4.01e-169,597,661
Mi_L284__My_L209,ENSXETT00000014827.4,76.975,1033,1342,299,4,10,1033,76.97,52,1393,1711,78,78,994,2325,2325,0,1020,1130
Mi_L285__My_L210,ENSXETT00000086234.1,82.467,1237,1500,261,1,2,1237,82.47,312,1811,2019,74,74,1461,2958,3720,0,1517,1682
Mi_L286__My_L211,ENSXETT00000015969.4,82.96,1334,1608,263,4,11,1334,82.96,363,1970,2019,80,80,282,1878,1878,0,1658,1838
Mi_L288__My_L213,ENSXETT00000040675.4,71.23,869,1220,267,33,84,869,71.23,108,1323,1564,78,78,839,1978,1983,3.21e-165,583,646
Mi_L289__My_L214,ENSXETT00000089163.1,74.057,157,212,47,4,8,157,74.06,118,327,1045,36,20,1805,1600,1815,1.64e-27,125,138
Mi_L290__My_L215,ENSXETT00000062244.2,75.849,603,795,141,17,51,603,75.85,110,903,1206,66,66,202,946,948,4.16e-156,553,612
Mi_L294__My_L216,ENSXETT00000093420.1,75.698,1302,1720,331,43,87,1302,75.7,28,1746,1764,97,97,5011,6644,13755,0,1131,1253
Mi_L298__My_L218,ENSXETT00000094759.1,74.958,1332,1777,432,4,13,1332,74.96,1,1777,1789,99,99,886,2649,6393,0,1195,1324
Mi_L299__My_L219,ENSXETT00000080035.1,72.682,1301,1790,461,6,28,1301,72.68,10,1788,1791,99,99,880,2652,9381,0,1030,1141
Mi_L300__My_L220,ENSXETT00000054167.3,76.06,556,731,168,4,7,556,76.06,853,1581,1906,76,38,1416,2141,5505,9.22e-148,526,582
Mi_L302__My_L221,ENSXETT00000086224.1,74.061,1262,1704,358,35,84,1262,74.06,223,1926,2200,77,77,7129,8748,12993,0,1022,1133
Mi_L305__My_L223,ENSXETT00000083101.1,83.525,872,1044,139,21,33,872,83.52,231,1274,1778,59,59,445,1455,1455,0,1052,1166
Mi_L306__My_L224,ENSXETT00000089885.1,76.929,1087,1413,285,6,41,1087,76.93,242,1653,1893,75,75,1262,2634,2637,0,1089,1207
Mi_L307__My_L226,ENSXETT00000026666.4,69.457,896,1290,383,4,11,896,69.46,205,1488,1651,78,78,1,1285,1311,2e-155,551,610
Mi_L308__My_L225,ENSXETT00000049206.3,80.501,611,759,145,2,3,611,80.5,13,771,828,92,92,850,1605,1608,0,696,771
Mi_L309__My_L227,ENSXETT00000087232.1,77.868,1337,1717,265,37,115,1337,77.87,288,2002,2002,86,86,137,1740,1770,0,1348,1494
Mi_L311__My_L229,ENSXETT00000067383.1,69.217,1185,1712,401,55,126,1185,69.22,323,2030,2240,76,76,690,2279,2565,1.84e-176,621,688
Mi_L312__My_L230,ENSXETT00000034427.4,69.501,654,941,225,25,62,654,69.5,232,1172,1340,70,70,25,903,1062,1.09e-100,369,408
Mi_L313__My_L231,ENSXETT00000070145.1,69.908,683,977,224,25,70,683,69.91,820,1794,1872,70,52,3510,2602,5454,7.45e-111,404,447
Mi_L314__My_L232,ENSXETT00000061209.2,74.165,999,1347,257,32,91,999,74.16,336,1682,1911,70,70,512,1767,1770,0,815,903
Mi_L315__My_L233,ENSXETT00000079573.1,81.961,886,1081,195,0,0,886,81.96,309,1389,1671,74,65,1457,2537,13914,0,1075,1191
Mi_L316__My_L235,ENSXETT00000094616.1,72.219,1149,1591,379,19,63,1149,72.22,153,1703,1722,90,90,1205,2772,4920,0,856,949
Mi_L317__My_L234,ENSXETT00000096907.1,80.952,391,483,92,0,0,391,80.95,3,485,510,95,95,2727,3209,5292,1.01e-127,457,506
Mi_L318__My_L236,ENSXETT00000054915.4,80,1020,1275,255,0,0,1020,80,109,1383,1386,92,92,7,1281,1578,0,1150,1275
Mi_L321__My_L237,ENSXETT00000046607.4,74.468,350,470,91,12,29,350,74.47,184,653,989,48,48,279,719,723,2.15e-76,288,319
Mi_L322__My_L238,ENSXETT00000046616.4,76.162,1278,1678,385,2,15,1278,76.16,129,1806,1833,92,92,321,1983,2907,0,1234,1368
Mi_L324__My_L240,ENSXETT00000081221.1,76.331,258,338,59,9,21,258,76.33,237,573,914,47,37,1489,1806,3636,4.67e-59,231,255
Mi_L325__My_L241,ENSXETT00000074398.1,76.841,793,1032,209,8,30,793,76.84,58,1088,1743,71,59,2281,3283,9075,0,787,872
Mi_L326__My_L242,ENSXETT00000095786.1,80.356,1084,1349,253,2,12,1084,80.36,370,1718,2039,66,66,1463,2799,2802,0,1246,1381
Mi_L327__My_L243,ENSXETT00000067914.1,76.387,1336,1749,325,38,88,1336,76.39,167,1909,2130,82,82,2572,4238,8472,0,1226,1359
Mi_L33__My_L18,ENSXETT00000069011.1,76.951,631,820,156,1,33,631,76.95,243,1062,1260,65,65,388,1174,1176,0,653,723
Mi_L330__My_L244,ENSXETT00000014574.5,73.057,968,1325,343,8,14,968,73.06,242,1562,1688,78,78,20,1334,1413,0,757,839
Mi_L331__My_L245,ENSXETT00000063363.2,76.774,1385,1804,387,11,32,1385,76.77,4,1800,1812,99,99,112,1890,2574,0,1345,1491
Mi_L332__My_L246,ENSXETT00000081686.1,76.993,1178,1530,282,36,70,1178,76.99,1,1515,1761,86,86,1815,341,2976,0,1103,1222
Mi_L333__My_L247,ENSXETT00000035077.3,73.534,953,1296,259,34,84,953,73.53,94,1388,1645,79,79,347,1559,2922,0,738,818
Mi_L334__My_L249,ENSXETT00000095710.1,73.784,1441,1953,379,48,133,1441,73.78,6,1943,1943,99,99,5887,7721,9564,0,1151,1276
Mi_L335__My_L250,ENSXETT00000004999.4,78.207,1317,1684,272,38,95,1317,78.21,318,2001,2004,84,84,220,1808,3846,0,1318,1461
Mi_L337__My_L252,ENSXETT00000030046.4,82.143,552,672,117,1,3,552,82.14,208,879,1116,60,60,256,924,1245,0,670,742
Mi_L338__My_L251,ENSXETT00000039981.3,78.409,690,880,188,2,2,690,78.41,79,957,1137,77,77,55,933,1251,0,724,802
Mi_L339__My_L253,ENSXETT00000012789.4,70.685,815,1153,291,12,47,815,70.69,136,1281,1305,88,88,85,1197,2685,1.58e-155,551,610
Mi_L34__My_L19,ENSXETT00000087347.1,80.891,1380,1706,263,9,63,1380,80.89,19,1724,2037,84,84,1450,3092,4170,0,1637,1815
Mi_L341__My_L255,ENSXETT00000087303.1,70.844,797,1125,320,4,8,797,70.84,363,1483,1487,75,75,1498,2618,5904,9.33e-153,543,601
Mi_L343__My_L256,ENSXETT00000060330.2,76.829,567,738,171,0,0,567,76.83,266,1003,2138,67,35,71,808,2808,1.44e-158,563,623
Mi_L344__My_L257,ENSXETT00000079661.1,71.053,1458,2052,460,47,134,1458,71.05,5,2055,2055,99,99,1609,3527,4626,0,976,1082
Mi_L345__My_L258,ENSXETT00000046189.4,68.31,679,994,228,32,87,679,68.31,129,1120,1354,73,73,1077,169,1077,1.26e-93,346,383
Mi_L346__My_L259,ENSXETT00000063361.2,71.343,1195,1675,379,44,101,1195,71.34,35,1708,1854,90,90,430,2004,2004,0,784,869
Mi_L347__My_L260,ENSXETT00000075541.1,83.011,601,724,119,2,4,601,83.01,10,733,1005,72,72,61,780,783,0,747,828
Mi_L348__My_L261,ENSXETT00000040320.3,80.212,604,753,141,4,8,604,80.21,43,788,1032,72,72,55,806,810,0,676,749
Mi_L349__My_L262,ENSXETT00000002794.4,78.737,511,649,127,3,11,511,78.74,12,660,765,85,85,152,789,792,3.17e-155,549,608
Mi_L350__My_L263,ENSXETT00000089015.1,68.63,466,679,156,23,57,466,68.63,900,1574,1845,45,37,604,1229,3174,7.86e-60,234,259
Mi_L351__My_L264,ENSXETT00000049657.2,85.07,1094,1286,184,2,8,1094,85.07,22,1307,1807,71,71,1,1278,1278,0,1452,1610
Mi_L352__My_L265,ENSXETT00000010091.3,72.152,342,474,79,13,53,342,72.15,224,693,1514,52,31,1,425,918,1.97e-66,256,283
Mi_L353__My_L266,ENSXETT00000075227.1,70.719,826,1168,254,38,88,826,70.72,142,1307,1609,72,72,362,1443,1443,1.31e-138,495,548
Mi_L354__My_L268,ENSXETT00000102989.1,77.578,1640,2114,357,18,117,1640,77.58,3,2116,2118,99,99,384,2380,5295,0,1713,1899
Mi_L355__My_L269,ENSXETT00000011831.4,67.634,629,930,237,27,64,629,67.63,296,1225,1446,64,64,37,902,909,6.99e-72,274,303
Mi_L356__My_L270,ENSXETT00000003398.4,68.642,637,928,253,21,38,637,68.64,95,1005,1066,85,85,539,1445,3501,3.02e-81,305,337
Mi_L357__My_L271,ENSXETT00000009343.4,73.811,1133,1535,372,4,30,1133,73.81,212,1746,1840,83,83,3079,4583,4593,0,979,1085
Mi_L358__My_L272,ENSXETT00000090215.1,79.91,1066,1334,209,33,59,1066,79.91,3,1336,1420,94,94,2260,3534,3873,0,1124,1246
Mi_L36__My_L20,ENSXETT00000074640.1,75.629,1142,1510,342,8,26,1142,75.63,120,1624,1742,86,86,2292,3780,6738,0,1059,1174
Mi_L360__My_L274,ENSXETT00000057424.3,74.641,780,1045,224,20,41,780,74.64,57,1101,1312,80,80,310,1313,1314,0,653,723
Mi_L361__My_L275,ENSXETT00000044389.4,75.554,1227,1624,275,13,122,1227,75.55,69,1691,2005,81,81,4902,6404,6411,0,1201,1331
Mi_L362__My_L276,ENSXETT00000017900.4,80.825,1332,1648,291,11,25,1332,80.83,194,1839,1842,89,89,1592,3216,4515,0,1522,1687
Mi_L363__My_L277,ENSXETT00000034102.4,67.817,1159,1709,413,47,137,1159,67.82,18,1719,1731,98,98,1742,3320,3618,4.94e-157,556,616
