query_id,subject_id,perc_identity,num_ident_matches,alig_length,mismatches,gap_openings,n_gaps,pos_match,ppos,q_start,q_end,q_len,qcov,qcovhsp,s_start,s_end,s_len,evalue,bit_score,score_raw
Microhylidae_L179,ENSXETT00000039945.3,78.427,658,839,163,10,18,658,78.43,279,1114,1635,51,51,2385,1562,2586,0,675,748
Microhylidae_L18,ENSXETT00000018013.4,81.631,1111,1361,234,6,16,1111,81.63,97,1457,1710,80,80,969,2313,2313,0,1318,1461
Microhylidae_L180,ENSXETT00000025700.4,81.336,767,943,176,0,0,767,81.34,158,1100,1299,73,73,1673,2615,3432,0,911,1009
Microhylidae_L181,ENSXETT00000017310.4,81.818,765,935,170,0,0,765,81.82,139,1073,1254,75,75,1720,2654,3477,0,921,1020
Microhylidae_L182,ENSXETT00000066996.1,67.485,1100,1630,463,17,67,1100,67.48,61,1682,1683,96,96,1234,2804,7164,4.79e-176,620,687
Microhylidae_L183,ENSXETT00000027049.3,73.819,1156,1566,377,14,33,1156,73.82,5,1570,1570,99,99,12175,13707,25431,0,988,1095
Microhylidae_L184,ENSXETT00000072782.1,78.563,634,807,151,11,22,634,78.56,280,1080,1608,50,50,1285,2075,2223,0,648,718
Microhylidae_L186,ENSXETT00000016169.4,75.611,1206,1595,323,11,66,1206,75.61,1,1595,1767,90,90,124,1652,2328,0,1139,1262
Microhylidae_L187,ENSXETT00000003920.4,74.114,899,1213,271,20,43,899,74.11,212,1418,1581,76,76,3639,2464,4701,0,731,810
Microhylidae_L188,ENSXETT00000068133.1,76.694,1392,1815,364,29,59,1392,76.69,4,1818,1821,99,99,6887,8642,10161,0,1312,1454
Microhylidae_L19,ENSXETT00000029045.3,75.506,820,1086,251,6,15,820,75.51,167,1248,1512,72,72,50,1124,1125,0,748,829
Microhylidae_L190,ENSXETT00000011187.3,76.882,429,558,129,0,0,429,76.88,3,560,561,99,99,267,824,2157,6.6e-118,425,471
Microhylidae_L191,ENSXETT00000082641.1,71.629,510,712,181,9,21,510,71.63,42,740,972,72,72,704,1,3324,1.73e-96,354,392
Microhylidae_L192,ENSXETT00000079606.1,70.126,777,1108,319,4,12,777,70.13,176,1274,1353,81,81,53,1157,3936,9.05e-140,499,553
Microhylidae_L193,ENSXETT00000047179.5,73.175,1233,1685,387,23,65,1233,73.18,61,1744,2086,81,81,404,2024,4824,0,995,1103
Microhylidae_L194,ENSXETT00000085403.1,82.103,890,1084,177,10,17,890,82.1,220,1303,1307,83,83,100,1166,5517,0,1056,1170
Microhylidae_L196,ENSXETT00000022363.4,76.578,837,1093,202,6,54,837,76.58,251,1343,1594,69,69,1,1039,2745,0,845,936
Microhylidae_L197,ENSXETT00000018642.4,74.336,420,565,104,8,41,420,74.34,1,538,564,95,95,551,1,1407,1.56e-100,367,406
Microhylidae_L198,ENSXETT00000020906.4,79.198,415,524,104,3,5,415,79.2,3,526,549,95,95,639,121,1476,6.89e-124,445,493
Microhylidae_L199,ENSXETT00000022374.4,76.916,793,1031,227,6,11,793,76.92,42,1068,1068,96,96,1033,10,1665,0,771,854
Microhylidae_L2,ENSXETT00000080173.1,81.258,1279,1574,293,1,2,1279,81.26,301,1874,1878,84,84,306,1877,4485,0,1507,1670
Microhylidae_L20,ENSXETT00000093179.1,80.27,1249,1556,298,3,9,1249,80.27,4,1556,1557,99,99,1786,3335,7557,0,1422,1576
Microhylidae_L201,ENSXETT00000025204.4,82.805,732,884,149,1,3,732,82.81,310,1193,1455,61,61,16,896,909,0,908,1006
Microhylidae_L202,ENSXETT00000012524.4,80.447,720,895,175,0,0,720,80.45,123,1017,1141,78,78,26,920,945,0,826,915
Microhylidae_L203,ENSXETT00000082783.1,74.109,478,645,167,0,0,478,74.11,115,759,771,84,84,1,645,894,2.02e-113,411,455
Microhylidae_L205,ENSXETT00000012484.3,82.87,924,1115,186,2,5,924,82.87,396,1509,1871,60,60,1,1111,1113,0,1149,1273
Microhylidae_L206,ENSXETT00000084424.1,84.625,1409,1665,217,6,39,1409,84.62,1,1665,1962,85,85,19,1644,8844,0,1861,2063
Microhylidae_L207,ENSXETT00000104569.1,86.395,1397,1617,166,6,54,1397,86.39,310,1926,2184,74,74,136,1698,1722,0,1948,2159
Microhylidae_L208,ENSXETT00000064289.2,76.919,1453,1889,401,18,35,1453,76.92,15,1903,1911,99,99,268,2121,3585,0,1406,1558
Microhylidae_L21,ENSXETT00000094171.1,77.137,1218,1579,361,0,0,1218,77.14,1,1579,1662,95,95,1321,2899,7473,0,1221,1353
Microhylidae_L210,ENSXETT00000098611.1,74.961,1452,1937,389,10,96,1452,74.96,1,1937,1944,99,99,6433,8273,10443,0,1373,1522
Microhylidae_L211,ENSXETT00000032182.4,77.717,1273,1638,339,9,26,1273,77.72,49,1684,1845,89,89,64,1677,1686,0,1296,1436
Microhylidae_L212,ENSXETT00000014241.5,77.217,1271,1646,341,10,34,1271,77.22,283,1926,1926,85,85,970,2583,3456,0,1271,1409
Microhylidae_L213,ENSXETT00000050124.4,67.626,940,1390,406,19,44,940,67.63,1,1372,1373,99,99,358,1721,2376,5.09e-124,446,494
Microhylidae_L214,ENSXETT00000050205.3,72.19,989,1370,343,21,38,989,72.19,180,1545,1713,80,80,8,1343,1731,0,700,776
Microhylidae_L215,ENSXETT00000037995.4,75.69,1261,1666,396,4,9,1261,75.69,290,1952,1965,85,85,170,1829,1992,0,1186,1314
Microhylidae_L216,ENSXETT00000004865.4,73.022,1126,1542,341,19,75,1126,73.02,211,1747,2057,75,75,115,1586,4035,0,903,1001
Microhylidae_L217,ENSXETT00000033420.4,74.615,726,973,228,5,19,726,74.61,247,1216,1431,68,68,394,1350,1350,0,639,708
Microhylidae_L218,ENSXETT00000025601.4,75.391,965,1280,301,5,14,965,75.39,23,1301,1485,86,86,143,1409,1689,0,882,977
Microhylidae_L219,ENSXETT00000001257.4,71.429,130,182,46,3,6,130,71.43,582,760,1476,18,12,4865,4687,5298,0.000000000000000588,87.8,96
Microhylidae_L22,ENSXETT00000101059.1,75.352,1125,1493,363,3,5,1125,75.35,1,1492,1572,95,95,1975,3463,7755,0,1025,1136
Microhylidae_L220,ENSXETT00000005044.4,66.729,716,1073,321,15,36,716,66.73,102,1173,1821,72,59,2210,1173,2805,5.22e-81,305,337
Microhylidae_L221,ENSXETT00000080154.1,70.13,324,462,131,4,7,324,70.13,534,993,1188,39,39,3750,4206,11571,8.5e-51,203,224
Microhylidae_L222,ENSXETT00000084706.1,73.968,1111,1502,330,26,61,1111,73.97,16,1513,1668,90,90,3451,4895,4902,0,911,1010
Microhylidae_L223,ENSXETT00000098987.1,79.466,983,1237,247,2,7,983,79.47,310,1546,1761,70,70,2875,4104,4104,0,1084,1201
Microhylidae_L224,ENSXETT00000001789.4,73.763,1029,1395,330,12,36,1029,73.76,4,1398,1716,81,81,27,1385,1389,0,860,953
Microhylidae_L225,ENSXETT00000001783.4,79.372,1162,1464,252,11,50,1162,79.37,108,1571,1866,78,78,1380,2793,2793,0,1279,1418
Microhylidae_L226,ENSXETT00000020215.4,78.937,832,1054,205,10,17,832,78.94,184,1236,1461,72,72,1351,2388,3375,0,876,971
Microhylidae_L227,ENSXETT00000077237.1,75.87,1330,1753,383,12,40,1330,75.87,29,1761,1776,98,98,2273,4005,7101,0,1237,1371
Microhylidae_L228,ENSXETT00000082435.1,69.109,915,1324,319,20,90,915,69.11,78,1400,1641,81,81,6247,7481,10392,8.46e-154,545,604
Microhylidae_L23,ENSXETT00000004353.3,68.687,1156,1683,468,15,59,1156,68.69,5,1680,1689,99,99,794,2424,2511,0,649,719
Microhylidae_L230,ENSXETT00000047036.3,74.76,1090,1458,321,9,47,1090,74.76,280,1733,1926,75,75,1,1415,1473,0,994,1102
Microhylidae_L231,ENSXETT00000087409.1,77.16,375,486,102,5,9,375,77.16,998,1483,1749,57,28,2173,2649,4287,6.1e-99,364,403
Microhylidae_L232,ENSXETT00000072015.1,68.77,218,317,88,6,11,218,68.77,327,641,1306,24,24,253,560,2118,0.0000000000000000000000455,111,122
Microhylidae_L233,ENSXETT00000070354.1,69.436,1195,1721,394,27,132,1195,69.44,82,1801,1848,93,93,898,2487,2487,0,771,854
Microhylidae_L234,ENSXETT00000055883.3,74.815,606,810,194,4,10,606,74.81,176,985,1134,71,71,564,1363,4977,1.05e-150,535,593
Microhylidae_L235,ENSXETT00000102983.1,81.051,663,818,155,0,0,663,81.05,148,965,972,84,84,574,1391,4785,0,779,863
Microhylidae_L237,ENSXETT00000025489.4,75.161,1283,1707,361,13,63,1283,75.16,14,1714,1977,86,86,926,2575,3279,0,1180,1308
Microhylidae_L238,ENSXETT00000067695.1,76.77,347,452,100,3,5,347,76.77,213,662,1239,69,36,1,449,4464,7.27e-90,334,369
Microhylidae_L239,ENSXETT00000065365.2,77.621,1155,1488,312,5,21,1155,77.62,286,1773,1973,75,75,1,1467,1575,0,1187,1315
Microhylidae_L240,ENSXETT00000093653.1,78.998,1072,1357,243,21,42,1072,79,1,1354,2085,93,65,4787,6104,10881,0,1115,1236
Microhylidae_L241,ENSXETT00000030678.4,68.515,1260,1839,469,20,110,1260,68.52,161,1995,2193,84,84,1685,3417,3420,0,753,834
Microhylidae_L242,ENSXETT00000016739.4,75.942,1149,1513,319,16,45,1149,75.94,4,1516,1824,83,83,515,1982,6924,0,1065,1180
Microhylidae_L243,ENSXETT00000092547.1,70.806,861,1216,275,31,80,861,70.81,41,1213,1584,74,74,2414,1236,2424,3.47e-152,540,598
Microhylidae_L244,ENSXETT00000094753.1,82.094,298,363,64,1,1,298,82.09,116,478,582,62,62,1727,1366,2088,2.4e-98,360,398
Microhylidae_L245,ENSXETT00000099750.1,80.507,826,1026,168,11,32,826,80.51,276,1301,1463,70,70,1,994,2457,0,930,1031
Microhylidae_L246,ENSXETT00000095248.1,80.728,377,467,86,2,4,377,80.73,281,747,747,63,63,514,52,2637,5.99e-120,433,479
Microhylidae_L247,ENSXETT00000093661.1,70.996,164,231,64,3,3,164,71,279,507,1028,22,22,1,230,597,0.00000000000000000000528,104,115
Microhylidae_L248,ENSXETT00000072542.1,81.093,742,915,111,8,62,742,81.09,846,1760,1950,85,47,978,1830,1830,0,894,991
Microhylidae_L25,ENSXETT00000038520.3,84.079,1278,1520,220,14,22,1278,84.08,118,1637,1950,78,78,1498,1,1500,0,1610,1785
Microhylidae_L250,ENSXETT00000019382.4,66.303,972,1466,388,49,106,972,66.3,1,1420,1611,88,88,2413,1008,3438,4.61e-81,305,337
Microhylidae_L251,ENSXETT00000024886.4,76.36,688,901,189,12,24,688,76.36,1363,2263,2466,74,37,2452,3328,3330,0,642,711
Microhylidae_L252,ENSXETT00000096537.1,75.993,1377,1812,406,14,29,1377,75.99,235,2043,2184,83,83,1786,1,3033,0,1278,1417
Microhylidae_L255,ENSXETT00000016443.3,76.504,267,349,81,1,1,267,76.5,1,349,1890,18,18,1408,1755,1755,7.06e-67,257,284
Microhylidae_L256,ENSXETT00000084765.1,81.073,1572,1939,359,2,8,1572,81.07,4,1938,1941,99,99,1606,3540,3546,0,1841,2041
Microhylidae_L257,ENSXETT00000002215.4,73.124,955,1306,302,21,49,955,73.12,273,1578,1758,74,74,1,1257,1257,0,737,816
Microhylidae_L258,ENSXETT00000057289.3,81.481,704,864,153,3,7,704,81.48,133,996,1260,69,69,716,1572,1578,0,832,922
Microhylidae_L259,ENSXETT00000098824.1,75.167,675,898,202,2,21,675,75.17,89,986,1194,75,75,1883,2759,2808,6.53e-179,628,696
Microhylidae_L26,ENSXETT00000038514.2,81.825,1148,1403,231,4,24,1148,81.82,38,1425,1596,87,87,1436,43,1437,0,1388,1538
Microhylidae_L261,ENSXETT00000008258.4,76.401,900,1178,239,18,39,900,76.4,808,1978,1984,94,59,2404,3549,4371,0,838,928
Microhylidae_L262,ENSXETT00000087958.1,76.402,1253,1640,359,17,28,1253,76.4,96,1735,1944,84,84,4906,6517,7419,0,1170,1297
Microhylidae_L263,ENSXETT00000075468.1,80.23,1323,1649,289,22,37,1323,80.23,74,1719,1824,90,90,6941,5327,7644,0,1450,1607
Microhylidae_L264,ENSXETT00000022902.4,73.189,778,1063,253,10,32,778,73.19,181,1236,1479,71,71,79,1116,1119,9.9e-178,626,693
Microhylidae_L265,ENSXETT00000019419.4,82.923,607,732,113,6,12,607,82.92,1,732,735,99,99,1434,715,1662,0,746,826
Microhylidae_L266,ENSXETT00000092652.1,78.102,1045,1338,287,4,6,1045,78.1,134,1471,1743,77,77,241,1572,1572,0,1083,1200
Microhylidae_L267,ENSXETT00000027115.4,83.715,694,829,123,6,12,694,83.72,3,831,831,99,99,1504,688,1647,0,876,971
Microhylidae_L27,ENSXETT00000069691.1,79.3,1111,1401,241,13,49,1111,79.3,1,1362,1371,99,99,1931,541,2067,0,1207,1338
Microhylidae_L270,ENSXETT00000074901.1,78.424,1403,1789,384,2,2,1403,78.42,1,1788,1791,99,99,6106,7893,13626,0,1480,1640
Microhylidae_L271,ENSXETT00000071474.1,77.035,530,688,150,4,8,530,77.03,3,686,705,97,97,6402,7085,13647,4.06e-147,522,578
Microhylidae_L272,ENSXETT00000013975.4,72.17,612,848,173,5,63,612,72.17,319,1166,1398,61,61,139,923,2643,6.31e-142,506,560
Microhylidae_L273,ENSXETT00000015403.4,68.75,253,368,90,7,25,253,68.75,398,764,1515,29,24,769,1112,2985,3.12e-32,142,157
Microhylidae_L274,ENSXETT00000038586.4,72.042,1023,1420,362,8,35,1023,72.04,238,1653,1780,80,80,1264,2652,2655,0,780,864
Microhylidae_L276,ENSXETT00000022290.4,68.972,1127,1634,405,15,102,1127,68.97,188,1821,1824,90,90,7133,8664,10995,0,704,780
Microhylidae_L278,ENSXETT00000049283.4,68.151,995,1460,426,15,39,995,68.15,3,1445,1782,81,81,5396,3959,5502,3.66e-146,520,576
Microhylidae_L279,ENSXETT00000094734.1,74.672,1197,1603,304,21,102,1197,74.67,95,1697,1862,86,86,2295,3795,3795,0,1084,1201
Microhylidae_L280,ENSXETT00000084144.1,81.563,1367,1676,289,13,20,1367,81.56,1,1676,1806,93,93,4244,2589,4350,0,1594,1767
Microhylidae_L281,ENSXETT00000060882.2,75.41,552,732,160,4,20,552,75.41,198,929,1497,68,49,809,1520,2109,1.59e-143,512,567
Microhylidae_L282,ENSXETT00000088625.1,81.088,596,735,122,5,17,596,81.09,123,857,1125,65,65,201,918,2199,0,694,769
Microhylidae_L283,ENSXETT00000068896.1,76.438,558,730,164,3,8,558,76.44,57,786,843,87,87,905,184,2217,2.21e-151,536,594
Microhylidae_L284,ENSXETT00000014827.4,76.975,1033,1342,299,4,10,1033,76.97,52,1393,1613,83,83,994,2325,2325,0,1020,1130
Microhylidae_L285,ENSXETT00000086234.1,82.478,1238,1501,261,1,2,1238,82.48,164,1664,1872,80,80,1460,2958,3720,0,1519,1684
Microhylidae_L286,ENSXETT00000015969.4,83.064,1334,1606,263,3,9,1334,83.06,363,1968,1999,80,80,282,1878,1878,0,1666,1847
Microhylidae_L287,ENSXETT00000091063.1,71.351,655,918,247,10,16,655,71.35,162,1077,1302,70,70,1637,2540,4080,5.87e-123,443,490
Microhylidae_L288,ENSXETT00000040675.4,72.964,869,1191,270,19,52,869,72.96,99,1285,1524,78,78,836,1978,1983,0,679,752
Microhylidae_L289,ENSXETT00000089163.1,67.514,239,354,72,9,43,239,67.51,445,795,918,56,38,1376,1063,1815,6.11e-26,121,133
Microhylidae_L290,ENSXETT00000062244.2,77.335,621,803,147,9,35,621,77.33,80,881,1161,69,69,178,946,948,6.34e-179,628,696
Microhylidae_L291,ENSXETT00000078325.1,72.958,893,1224,281,18,50,893,72.96,206,1424,1677,73,73,829,2007,2007,0,689,763
Microhylidae_L292,ENSXETT00000098273.1,76.416,904,1183,237,15,42,904,76.42,214,1378,1434,81,81,3276,2118,3276,0,855,947
Microhylidae_L293,ENSXETT00000095704.1,76.95,434,564,118,5,12,434,76.95,1,558,570,98,98,3077,2520,3261,8.17e-117,421,466
Microhylidae_L294,ENSXETT00000093420.1,77.136,1282,1662,347,16,33,1282,77.14,1,1661,1662,99,99,4984,6613,13755,0,1255,1391
Microhylidae_L296,ENSXETT00000065966.2,67.284,545,810,249,9,16,545,67.28,420,1225,1614,50,50,110,907,984,3.79e-63,244,270
Microhylidae_L297,ENSXETT00000075440.1,71.226,1005,1411,369,20,37,1005,71.23,115,1519,1617,87,87,230,1609,3153,0,707,783
Microhylidae_L298,ENSXETT00000094759.1,74.958,1332,1777,432,4,13,1332,74.96,1,1777,1783,99,99,886,2649,6393,0,1195,1324
Microhylidae_L299,ENSXETT00000080035.1,73.2,1169,1597,423,4,5,1169,73.2,3,1595,1674,95,95,873,2468,9381,0,938,1039
